11,184.0,chidouzongzi,赤豆粽子, 红豆粽子，红豆粽
11,374.0,zizhilaopobing,自制老婆饼, 老婆饼
11,43.0,hongtangjiangshui,红糖姜水
10,0.0,cheqian_xian,车前(鲜), 车前实，虾蟆衣子，猪耳朵穗子，凤眼前仁
10,450.0,ansuchangneiyingyangfenji,安素肠内营养粉剂, 营养粉剂
9,522.0,mingzhiheiqiaokeli_45zongkeke,明治黑巧克力（45%总可可）, Miiji Black Chocolate 黑巧克力（45%总可可）
8,311.0,qiubishalajiang_zhifangjianbanxiangtianxing,丘比/KEWPIE 沙拉酱（脂肪减半香甜型）罐装200g
8,139.0,lijinjixiongmaopaixianweiciyou,李锦记熊猫牌鲜味蚝油, 熊猫牌鲜味蚝油
7,884.0,fulinmenfeizhuanjiyinyazhakuih,福临门非转基因压榨葵花籽油, 非转基因压榨葵花籽油
7,884.0,fd579dd8,蓓琳娜 PDO特级初榨橄榄油
7,867.0,aerfahidaomiyou,阿尔法 稻米油
7,0.0,fd252921,butterspray 0卡路里牛油喷雾
7,880.0,fd965a2f,天力 麻油
7,884.0,gaiyahikalamataDOPjitejichuzha,盖娅 卡拉玛塔DOP级特级初榨橄榄油
7,900.0,fdc3ebf8,同珍 小磨麻油
7,884.0,duolihiganlankuihuayou,多力 橄榄葵花油 5L
7,880.0,zhenshenghichazidiaoheyou,珍笙 茶籽调和油
7,731.0,HOAKhiShihaokesihiwuyanhuangyo,HOAK'S 豪克斯 无盐黄油
7,120.0,fd8c6fd8,李锦记 财神耗油
7,884.0,fdbf9a6c,鲜吉多 葵花籽橄榄调和油
7,741.0,weishigaodanweihuangyou,威仕高淡味黄油
7,808.0,fdbbc199,惠宜 橄榄油
6,38.0,nongfushuirongC100ningmengzhi,农夫水溶C100柠檬汁
6,0.0,jianyikekoukele,健怡可口可乐
5,320.0,qiaqialiangchaguazi,洽洽 凉茶瓜子 90g, 凉茶瓜子
3,45.0,junlebaowuzhetangsuanniunai,君乐宝无蔗糖酸牛奶
3,96.0,mengniudaliguoshisuannai,蒙牛大粒果实酸奶(桑葚+椰果), 大粒果实酸奶(桑葚+椰果)
3,48.0,quechaogaogaigaotieniunai,雀巢高钙高铁牛奶
3,60.0,guangmingxianniunai,光明 鲜牛奶 200ml, 鲜牛奶
11,167.0,fd6e6bd3,咚咚 盐焗鸡蛋
3,84.0,guangmingyishengjunsuanniunai_beizhuang,光明 e+益生菌酸牛奶(原味） 120g（杯装）, e+益生菌酸牛奶
1,303.0,mankedunniunaisanwenzhimianbao_fengmikouwei,曼可顿牛奶三文治面包（蜂蜜口味）, 曼可顿牛奶三文治面包（蜂蜜口味）
11,48.0,quanyangtang,全羊汤
11,277.0,jingledanjiao,静乐蛋饺
10,317.0,mifengtanghiyanghuaimi,蜜蜂堂 洋槐蜜
10,57.0,huitonghipaojiaomuer,惠通 泡椒木耳
10,106.0,fda197a8,三全鲜食英式鸡胸荞麦面沙拉便当, 贝嫂的秘密食谱
10,293.0,yihanzhuanghilvchafen,益韩庄 绿茶粉
9,236.0,zhenqiweihuameitang,珍奇味话梅糖, 话梅糖
9,500.0,zhongwanghaitaimahua,众望海苔麻花, 海苔味麻花
9,414.0,aladinghiniunaiyapiantang_yuan,阿拉丁 牛奶压片糖（原味）, 奶片
9,436.0,fd7a949b,荣欣堂 太谷饼（胡麻油） 350g
9,500.0,zhongrenzhilihichayoushifanghi6,众人之力 茶油食坊 茶油特色麻饼, 麻饼
9,60.0,HealtheriesKidscareshuiguonishumeipingguokouwei,HealtheriesKidscare水果泥树莓苹果口味, KIDSCARE Fruits Smash Raspberry&apple
8,174.0,chenyibozicaitang,陈一波紫菜汤, 紫菜汤
8,404.0,shucuifanghicaiziyouhongtanghu3,蜀粹坊 菜籽油红汤火锅底料（主料包）
7,884.0,fde9ab42,南瓜庄园 南瓜籽油
7,785.0,duomeixianhuangyou,多美鲜黄油, 黄油
7,76.0,zongtongpaichaogaowenxiaodudiz,总统牌超高温消毒低脂奶油（4%）, 总统牌低脂奶油
7,884.0,cuizipaiheizhimayou,崔字牌黑芝麻油
7,896.0,Carwarihitejichuzhaheizhimayou,Carwari 特级初榨黑芝麻油
7,700.0,Becelrenzaohuangyou_ganlanyouz,Becel人造黄油（橄榄油制）
7,884.0,fd0cb50b,欧丽薇兰 橄榄油
7,884.0,fd0ce82d,鲁花 压榨玉米油
7,288.0,BaysonBretonhibaishanghixinaiy,BaysonBreton 百尚 稀奶油(脂肪含量30%)
7,884.0,xiwangyumipeiyayou2,西王玉米胚芽油
7,875.0,fdd65cbf,gemlik 橄榄油
7,883.0,xinqidianyamaziyou,欣奇典亚麻籽油
7,884.0,SUMICHhishumihitejichuzhayuans,SUMICH 舒觅 特级初榨原生橄榄油, 橄榄油
7,504.0,fd372ee3,银宝 清淡稀奶油
7,884.0,Healthywayhitejichuzhaganlanyo,Healthyway 特级初榨橄榄油
7,805.0,fd197964,Bio planète 有机特级初榨橄榄油
7,884.0,fd7f86ab,刀唛 玉米油
7,884.0,fd9b79e8,双嗒 头道香初榨芝麻油
7,900.0,fd89f1cb,同珍 麻油
7,884.0,fde8d187,金龙鱼 大豆油 900ml
6,53.0,xuebiqingshuangningmengweiqishui330ml,雪碧清爽柠檬味汽水330ml
6,344.0,yuenanzhongyuan5haokafeifen,越南中原5号咖啡粉
6,221.0,TRUNGhiNGUYENyuenanheikafei,TRUNG NGUYEN越南黑咖啡, 黑咖啡粉
6,460.0,bojuekafeifen,博爵咖啡粉
6,477.0,maisiweierhiyuanweikafeihisanh,麦斯威尔 原味咖啡 三合一速溶咖啡饮品
6,0.0,fd5b9b49,古石 天然饮用水（含气）, 古石含气饮用水
6,0.0,mozhouhuhiyingeryinyongshui,摩周湖 婴儿饮用水
6,41.0,fda92ff6,名屋 红甘蔗汁 480ml
5,419.0,yonghedoujiangxiliezhiditangdoujiangfen,永和豆浆系列之低糖豆浆粉, 低糖豆浆粉
5,179.0,beifanglvrenpaixiandoujiangbingganzhimaweijiagai_jiarumutangchun,北方绿人牌鲜豆浆饼干芝麻味加钙（加入木糖醇）
5,530.0,songzi_shu,松子（熟）
5,814.0,oiohiaoyiaohiyazhahuashengyou,oio 奥依奥 压榨花生油
5,270.0,xiangsijiahishanchayoufuru_mal,相思家 山茶油腐乳（麻辣味）, 茶油腐乳
3,58.0,guangmingchangyoucaomeiwei580kezhuang,光明畅优草莓味580克装, 光明畅优B+100活性益生菌 优酪乳
3,462.0,quechaoquanzhitiannaifen,雀巢全脂甜奶粉, 全脂甜奶粉
3,58.0,guangmingxiannai,光明 鲜牛奶 980ml
3,517.0,fdce8aa4,colse 全脂速溶奶粉
3,87.0,yilichangqingyoulaoru_yuanweis,伊利畅轻优酪乳（原味）酸牛奶, 伊利酸牛奶
2,378.0,yadanhuang,鸭蛋黄
2,108.0,yaxue_baiya,鸭血(白鸭)
1,308.0,nanniwanhishengxianzaliangmian2,南泥湾 生鲜杂粮面（玉米面）, 玉米面
1,338.0,gegenfensi,葛根粉丝, 蕨根粉丝
1,235.0,shuanggouhitianjinbaozi_zhurou,双狗 天津包子（猪肉馅）
1,220.0,dejuhaobaozi_zhurouxian,德聚号包子（猪肉馅）
11,198.0,quanmaijinqiangyusanmingzhi,全麦金枪鱼三明治
11,131.0,yubing,鱼饼
11,116.0,tudounaizhikaocaihi,土豆奶汁烤菜
11,322.0,ciba,糍粑
11,520.0,zizhipushidanta,自制葡式蛋塔
10,181.0,quanjiadeguoxiangchangdakoufan,全家德国香肠大口饭团, 全家大口饭团（德国香肠）
10,366.0,hihihihihidamairuoyeqingzhi,カネイン 大麦若叶青汁
10,398.0,mifengtanghimeiguilirenhimeigu,蜜蜂堂 玫瑰丽人 玫瑰花粉精
10,413.0,wugumofanglianzizaorenqianshif,五谷磨房莲子枣仁芡实粉, 助眠粉
10,452.0,fdef6372,雅培 安素肠内营养粉剂 （香草口味）
10,320.0,zhanshihiyehexiangmi,詹氏 野藿香蜜, 蜂蜜
10,667.0,SourcehiNaturalshiMaquihiBerry,Source Naturals Maqui Berry Blend Shot Mix , MaquiBerry ，智利酒果，马基果
10,7.0,senminghijiankangyusi,森明 健康芋丝, 魔芋丝
10,7.0,jiechenghimoyusimian,杰成 魔芋丝面
10,514.0,maidanglaoxianglajituibao,麦当劳香辣鸡腿堡
10,431.0,ximaiaozhouyangguanghetaoniuna,西麦澳洲阳光核桃牛奶燕麦片
10,27.0,jinwanyuanbabaozhou,金万源八宝粥, 金桂八宝粥
10,500.0,AmazinghiGrasshiAmazinghiMealy,Amazing Grass Amazing Meal营养餐粉（原味）
10,489.0,jinmailanglahuangshang_lazijiw,金麦郎辣煌尚（辣子鸡味）
10,38.0,nongjiaqinhuashengmianjin,农家亲花生面筋, 花生面筋
10,484.0,aomuguan-aomumianfangbianmian,奥牡馆-奥牡麺方便面
10,374.0,wanmeiyumitaicaomipeiyapian,完美玉米肽糙米胚芽片
10,364.0,GardenhiofhiLifeyoujidanbaifen,Garden of Life有机蛋白粉（原味）, Raw Protein
9,486.0,aoliaobinfenshuangguowei_lanme,奥利奥缤纷双果味(蓝莓+树莓), 缤纷双果味(蓝莓+树莓)
9,457.0,daiffyhidaifeihikafeidouqiaoke,daiffy 黛妃 咖啡豆巧克力
9,328.0,gegenruantang,葛根软糖
9,270.0,SOLTANAajiaozao,SOLTANA 阿胶枣, 阿胶枣，SOLTANA Dates
9,515.0,BOURBON-BaumRollnaiyoudangaojuan,BOURBON-BaumRoll奶油蛋糕卷, 奶油蛋糕卷
9,284.0,Conditoreikabuqinuonaiyoudangao,Conditorei卡布奇诺奶油蛋糕, 卡布奇诺奶油蛋糕
9,318.0,rouguikafeidangao,肉桂咖啡蛋糕
9,329.0,zhenweiqidiguagan,真味奇地瓜干, 奇地瓜干
9,327.0,fdb90d93,真滋味 地瓜干
9,598.0,sijibaohuashengjiang_keli,四季宝花生酱（颗粒） 390g, 花生酱
9,329.0,zhenqiweidiguagan,珍奇味地瓜干
9,409.0,rongchenghiguangshiyuebing_hon2,荣诚 广式月饼（红豆沙月饼）, 广式月饼
9,340.0,huangguanhidayuebinghihongdous,皇冠 打月饼 红豆沙月饼
9,359.0,leqiyuebing_doushayuebing,乐琪月饼（豆沙月饼）, 广式月饼
9,68.0,fd5b5a22,华味亨 果丹皮, 山楂 果丹皮
9,467.0,shangbangshaqima_dansuwei,上邦沙琪玛（蛋酥味）
9,390.0,fushangshaqima_dansuwei,府尚沙琪玛（蛋酥味）
9,318.0,xiangmeizihiciba_zaorenhuashen,湘妹子 糍粑（枣仁花生）
9,509.0,yuezhongguilvdougao,月中桂绿豆糕
8,467.0,AGFhimarimdizhikafeibanlv,AGF marim低脂咖啡伴侣, 低脂咖啡伴侣
8,358.0,hongshanhehihumayoulaohuoguodi,红山河 胡麻油老火锅底料
8,22.0,telangnihihongputaojiucu,特朗尼 红葡萄酒醋
8,248.0,baiweijiahijijing,百味佳 鸡精
8,396.0,huashifengyuanmianbaitang,华世峰源绵白糖
8,277.0,Remiahiruimiaohiqiandaoshalaji,Remia 瑞妙 千岛沙拉酱
8,24.0,fdff919c,东古精制白醋
8,381.0,weilaomamalaxianglajiaofen,魏老妈麻辣香辣椒粉
8,188.0,chengbanghilajiaofensaliao,诚邦 辣椒粉撒料
8,280.0,oushanghilajiaofen,欧尚 辣椒粉, 辣椒粉
8,77.0,liminsuanronglajiang,利民蒜蓉辣酱
8,263.0,GFRESHhijixianhiheihujiaofen,GFRESH 极鲜 黑胡椒粉
8,366.0,hongtaihihujiaofen,洪泰 胡椒粉
8,326.0,taoyuanjianminhimalajiang,桃园建民 麻辣酱
8,456.0,fufahongchumalajiang,富发红厨麻辣酱
8,45.0,hongfantianxianduolajiao,红翻天鲜剁辣椒
8,270.0,anjihikalifen,安记 咖喱粉
8,261.0,xianchupaihiwuxiangfendiaoliao,鲜厨牌 五香粉调料
7,857.0,fda51124,Ouro D'Oliva Extra Virgin Olive Oil
7,736.0,fd10e5af,爱尔焙 黄油
7,884.0,riqinghiyumipeiyayou,日清 玉米胚芽油
7,74.0,fd6ad1c8,蒙牛 精选牧场 纯牛奶, 嗨milk纯牛奶
7,884.0,jinlongyuwaipoxiangxiaozhahuas,金龙鱼外婆乡小榨花生油
7,884.0,HALLhiShihaoweishihimamaaihuma,HALL'S 好味氏 妈妈爱胡麻油
7,899.0,nuojihiyuanchayou,诺记 原茶油
7,899.0,kaiweihiyouchaziyou,凯味 油茶籽油
7,900.0,Tescohiyoujiyeziyou,Tesco 有机椰子油
7,813.0,AlfahiOnehimikangyou,Alfa One 米糠油
7,169.0,Bridelicehicreamhifresh,Bridelice cream fresh
7,312.0,weijikafeizhiyouzhizhidannai,维记咖啡之友植脂淡奶, 维记咖啡之友奶精球Coffee Creamer
7,139.0,xiongmaoquanzhidannai,熊猫全脂淡奶, 全脂淡奶
7,136.0,xiongmaodiaoweizhizhidannai,熊猫调味植脂淡奶, 植脂淡奶
7,731.0,aileweidanweixiaobeizhuanghuan,爱乐薇淡味小杯装黄油
7,230.0,AlmaraihiCreamhichuntianrannai,Almarai Cream 纯天然奶油
7,255.0,aihupaipenshenaiyou,爱护牌喷射奶油, 喷射奶油
7,722.0,deyunhuangyou,德运黄油, 黄油
7,739.0,guangmingpainaiyou,光明牌奶油, 奶油，黄油
6,20.0,kalidihihongputaojiucu,卡利堤 红葡萄酒醋
6,23.0,HO-GOODxingrenlu,HO-GOOD杏仁露
6,48.0,wahaharusuanjunyinpin,娃哈哈乳酸菌饮品, 乳酸饮料
6,45.0,fd2b66e7,新奇士橙汁汽水
6,50.0,SKpaihimangguozhiyinliao,SK牌 芒果汁饮料
6,45.0,xiaobenyehiqingxinyezizhiyinli,小笨椰 清新椰子汁饮料（含椰肉）
6,0.0,fd8de980,冰露矿泉水
6,61.0,Vegemilhongdoudounai,Vegemil红豆豆奶, 红豆奶
6,59.0,vitasoyhiweitanaihitenongqiaok,vitasoy 维他奶 特浓巧克力味豆饮（植物蛋白饮料）, 巧克力豆奶
6,43.0,fd98b626,美汁源果粒橙 橙汁饮料
6,43.0,fd315137,美汁源 果粒橙, 美汁源果粒橙
6,170.0,fd1ad442,水溶 C100西柚汁饮料 445ml
6,33.0,hongfutangxianweiganjieshuiguo,鸿福堂咸味柑桔水果饮品, 咸柑桔
6,418.0,fdfe1edb,薄荷咖啡豆乳
6,426.0,fd90265a,薄荷红豆豆乳
6,25.0,huanlejiaxianzhayumizhi,, 玉米汁粗粮饮料
6,418.0,guigexianguwangxingrenwang,桂格鲜谷王杏仁王, 鲜谷王杏仁王饮料
6,407.0,guigezimizishanyaolianou,桂格紫米紫山药莲藕, 紫米紫山药莲藕
5,146.0,guanghehongfangfuru_chunxiangz,广和红方腐乳（纯香芝麻油味）, 腐乳
5,412.0,duoduodoujiangtiandoujiangfen,多多豆浆甜豆浆粉
5,437.0,weiweichundoujiangtiandoujiang,维维醇豆浆甜豆浆粉, 甜豆浆
5,531.0,boshiguohidaxingren,博士果 大杏仁
5,522.0,BAKALLANDhinanguaziren,BAKALLAND 南瓜子仁
5,144.0,qianshimi_xian,芡实米(鲜), 鸡头米
5,231.0,xiangshi,橡实
5,391.0,beixianhihuangdoumian,北显 黄豆面, 豆面
5,10.0,douzhi_sheng,豆汁(生)
5,437.0,wugumofangmangguoyanmaipian,五谷磨坊芒果燕麦片
5,421.0,wugumofangtiziyanmaipian,五谷磨坊提子燕麦片
5,405.0,beixiangduocaizaliang_xiaomi,北乡多彩杂粮（小米）
5,379.0,Jcaredikashenghuocuigulimaihu,Jcare低卡生活脆谷粒麦糊, 脆谷粒麦糊
5,351.0,BobhishiRedhiMillhi13zhonghunh,Bob's Red Mill 13种混合豆子, Bob's Red Mill 13 Bean Soup Mix
5,396.0,guigeduozhenyanmai_jianguozhen,桂格多珍燕麦（坚果臻选）
4,145.0,DRAGONzisumei,DRAGON紫苏梅, 神龙紫苏梅
4,48.0,jingyuhijufengputaoxiaoheiguan,晶玉 巨峰葡萄小黑罐
4,465.0,liangpinpuzihicuidongzao,良品铺子 脆冬枣
4,283.0,xianwenghizhongsanyuanguiyuang,仙翁 中三元桂圆干, 桂圆干
4,274.0,mintongguiyuangan,民通桂圆干
4,56.0,diaodan,吊蛋
4,98.0,lingjiao_lao,菱角(老), 水菱
4,94.0,cigu,慈菇, 茨菰，乌芋，白地果
4,145.0,ge,葛, 葛署，粉葛
4,56.0,yangjiang,洋姜, 鬼子姜，菊芋
4,7.0,7-elevenhaoduntaocanA,7-eleven好炖套餐A, 关东煮
4,7.0,tianfengyuhimoyu,天丰裕 魔芋
4,8.0,baiyumoyusijie,白玉魔芋丝结
4,19.0,ziranweihimoyushipin,自然未 魔芋食品
4,20.0,hengshixiangtiannanguani2,亨氏香甜南瓜泥, 香甜南瓜泥
4,21.0,shuizhiyunhiyusi,水之韵 芋丝
3,492.0,fd0fdac1,古城 全脂加糖奶粉
3,492.0,fd275a70,古城全脂加糖奶粉
3,87.0,weiquanyoulaoru_yuanwei_beizhu,味全优酪乳（原味）（杯装）
3,58.0,meilingqinlingyangchunyangnai,美羚秦岭羊纯羊奶, 羊奶
3,71.0,mengniuxueshengyinyongnai_caom,蒙牛学生饮用奶（草莓）, 学生奶
3,79.0,guangmingyishengjunsuanniunai9,光明 e+益生菌酸牛奶（原味） 125g （袋装）, 益生菌酸牛奶（原味）
3,407.0,yaenhongzaoniunaiyanmaipian,雅恩红枣牛奶燕麦片, 麦片
3,68.0,eshihuichunniunai,e食惠纯牛奶, 纯牛奶
3,154.0,Gitshiwandounaidoufu,Gits 豌豆奶豆腐, Gits Matar Paneer
3,460.0,naipizi,奶皮子
3,374.0,quanzhitianlianru_yanshanpai,全脂甜炼乳（燕山牌）
3,270.0,tuozhitianlianru,脱脂甜炼乳
3,356.0,qula,曲拉
3,396.0,tianmeihuarumabeinaigan,天美华乳马背奶干, 奶条，奶豆腐，奶疙瘩
3,413.0,dizhinaifen_gaogaigaotie_quechao,低脂奶粉（高钙高铁，雀巢）
3,476.0,quanzhitiannaifen_yilipai,全脂甜奶粉（伊利牌）
3,480.0,guangmingquanzhitiannaifen,光明全脂甜奶粉（旧包装）, 全脂甜奶粉
3,458.0,guangminggaogainaifen,光明高钙奶粉, 奶粉
2,201.0,riwanghiqixiqiu,日旺 七喜球
2,89.0,PLChididanbaizhiruanzhuyutou,PLC 低蛋白质软煮芋头
2,125.0,fdfd3b16,96% fat-free beef-super trim-Walmart , 沃尔玛切块牛肉（瘦，96%脂肪）
2,199.0,yongwangdaregouchang_lawei,永旺达热狗肠（辣味）, 热狗肠
2,220.0,huimeiweitaiwanregouchang_yuan,汇美味台湾热狗肠（原味）, 热狗肠
2,311.0,sanfengqiaohijiangpaigu_xiangl,三凤桥 酱排骨（香辣味）
2,219.0,xibaohijiangpaigu,锡宝 酱排骨
2,477.0,xindongyangzhurousongrousongfe,新东阳猪肉松肉松粉（袋装）, 猪肉松
2,186.0,guanshanhimoyuwan,官膳 墨鱼丸, 墨鱼丸
11,448.0,fd1ed333,嗑客 五彩花生
1,227.0,quanmaimiantiao_sheng,全麦面条（生）
1,411.0,runmingtanghizaorenlianzihongz,润茗堂 枣仁莲子红枣粉
1,462.0,shanjinzhaihizaorenlianzizhima,膳锦斋 枣仁莲子芝麻粉
1,329.0,BonjourButterScotch,BonjourButterScotch, 黄油面包
1,276.0,yilihuangyoumianbao,义利黄油面包
1,331.0,fd933b11,百味和缘 果料面包, 果料面包
1,150.0,muzengluribenliaolihilizihongx,木曾路日本料理 栗子红小豆粥
1,364.0,nenbinhongxiaodouzhouhu,嫩滨红小豆粥糊
1,300.0,jiuqiujuhibaizhifulianlvdoufen,九秋居 白芷茯苓绿豆粉
1,337.0,riqingyangcheqianzibeimian_haixianwei,日清洋车前子杯面（海鲜味）, 洋车前子杯面（海鲜味）
1,231.0,aoleziputaoganmianbao,澳乐滋葡萄干面包
1,319.0,Topvaluputaoganmianbao,Topvalu葡萄干面包, Topvalu レーズンペストリー
1,333.0,lvzirousongxianmianbao,绿姿肉松咸面包, 肉松面包
1,48.0,wahahamutangchunyingyangbabaoz,娃哈哈 木糖醇营养八宝粥 360g, 娃哈哈无糖八宝粥
1,207.0,xigemasudongjiaozi_sanxianxian,西格玛速冻饺子（三鲜馅）
1,237.0,Miltonquanmaitusimianbao,Milton全麦吐司面包, Milton's whole grain plus
1,279.0,Dempsterhishiwholehigrainshimi,Dempster's whole grains 面包, 全麦面包
1,219.0,fda802de,思念 奶黄包, 奶黄包
1,348.0,yixinhizhamian,益心 榨面, 米粉干
11,153.0,shuizhuyu,水煮鱼
11,160.0,jianbingguozi-zizhi,煎饼果子-自制
11,182.0,ganshaozhujiao,干烧猪脚
11,106.0,hanshilengmian,韩式冷面, 冷面
11,88.0,qixingwan_rouxinyuwan,七星丸(肉心鱼丸)
11,157.0,danshaomai,蛋烧麦
11,48.0,yanmaixifan,燕麦稀饭
10,351.0,MultanhiFigur-Formerdaicanfen,Multan Figur-Former代餐粉
10,299.0,youluohijianfeipeifangyingyang,优洛 减肥配方营养代餐粉（可可味）
10,299.0,meiguoyouluojianfeipeifangying,美国优洛减肥配方营养代餐粉（香草味）, 优洛代餐粉
10,295.0,feisuhidaicanfen_hongdouwei,菲素 代餐粉（红豆味）
10,295.0,feisuhidaicanfen_kekewei,菲素 代餐粉（可可味）
10,295.0,feisuhidaicanfen_maixiangwei,菲素 代餐粉（麦香味）
10,295.0,feisuhidaicanfen_yenaiwei,菲素 代餐粉（椰奶味）
10,342.0,AsahichaoriSlimupSlimdaicannai,Asahi朝日SlimupSlim代餐奶昔（拿铁味）, Asahi代餐奶昔
10,332.0,mingzhihidanbaidaicanfenhixing,明治 蛋白代餐粉 杏仁可可味
10,388.0,GardenhiofhiLifehiRawhiMealyou,Garden of Life Raw Meal有机营养餐粉（香草味）
10,328.0,mingzhihidanbaidaicanfenhikafe,明治 蛋白代餐粉 咖啡味
10,328.0,mingzhihidanbaidaicanfenhixian,明治 蛋白代餐粉 香蕉味
10,332.0,mingzhihidanbaidaicanfenhicaom,明治 蛋白代餐粉 草莓味
10,375.0,AmazinghiGrasshiAmazinghiMealy3,Amazing Grass Amazing Meal营养餐粉（香草拉茶味）
10,294.0,SpiruteinhiPeacheshinhiCreamhi,Spirutein Peaches n Cream protein shake, Spirutein蛋白代餐粉（蜜桃奶油味）
10,324.0,NaturehishiPlushiSpiru-teingao,Nature's Plus Spiru-tein高蛋白营养代餐粉
10,318.0,GardenhiofhiLifehiRawhiMealyou3,Garden of Life Raw Meal有机营养餐粉（原味）
10,360.0,kangbaolaiyingyangnaixi,康宝莱营养奶昔, 代餐奶昔
10,370.0,kangbaolainaixi_quqikouwei,康宝莱奶昔（曲奇口味）
10,328.0,mingzhihidanbaidaicanfenhimang,明治 蛋白代餐粉 芒果味
9,483.0,huanglonglvdougao,黄龙绿豆糕
9,461.0,EPICERIEhiDEhiFRANCEhimeishihi2,EPICERIE DE FRANCE 美时 迷你黄油面包棒（香葱味）
9,414.0,jialihisushiyuebing_danhuanglv,加利 苏式月饼（蛋黄绿豆沙）
9,274.0,maiqinigangshihuangyoumianbao,麦其尼港式黄油面包
9,409.0,jialihiguangshiyuebing_danhuan,加利 广式月饼（蛋黄白莲蓉）
9,471.0,zhengzhonghikuqiaoyuebing_danh,正中 苦荞月饼（蛋黄）
9,283.0,jialihibingpiyuebing_danhuang,加利 冰皮月饼（蛋黄）
9,437.0,kashidamiaofenxishidangao_qiao,卡士达妙芬西式蛋糕（巧克力味）
9,437.0,kashidamiaofenxishidangao_caom,卡士达妙芬西式蛋糕（草莓味）
